ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Capital Drone Repair Augmentor I,0,3.3E+07,-3.3E+07, -Infinity,0, 0, 0
Capital Drone Repair Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Drone Repair Augmentor II,0,0,0, NaN,0, 0, 0
Capital Drone Scope Chip I,0,3.2E+07,-3.2E+07, -Infinity,0, 0, 0
Capital Drone Scope Chip I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Drone Scope Chip II,0,4.5999E+08,-4.5999E+08, -Infinity,0, 0, 0
Capital Drone Speed Augmentor I,7.5E+07,4E+07,3.5E+07, 46.66667,1, 35000000, 0
Capital Drone Speed Augmentor II,0,5.7E+08,-5.7E+08, -Infinity,0, 0, 0
Capital Drone Speed Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Hydraulic Bay Thrusters II,0,2.0848E+08,-2.0848E+08, -Infinity,0, 0, 0
Capital Processor Overclocking Unit I,3.944444E+07,4499999,3.494444E+07, 88.59155,1, 34944440, 0
Capital Processor Overclocking Unit I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Processor Overclocking Unit II,0,8.299998E+07,-8.299998E+07, -Infinity,0, 0, 0
Capital Sentry Damage Augmentor I,0,3.2E+07,-3.2E+07, -Infinity,0, 0, 0
Capital Sentry Damage Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Sentry Damage Augmentor II,0,6.9E+08,-6.9E+08, -Infinity,0, 0, 0
Capital Stasis Drone Augmentor I,0,6E+07,-6E+07, -Infinity,2, -120000000, 0
Capital Stasis Drone Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Stasis Drone Augmentor II,0,0,0, NaN,0, 0, 0
Genolution 'Auroral' AU-79,0,3.79999E+09,-3.79999E+09, -Infinity,1, -3799990000, 0
Navy Cap Booster 25,7000.09,5799.45,1200.64, 17.15178,236, 283351, 14.735120438421343302604188790
Navy Cap Booster 50,9999,14880,-4881, -48.81488,419, -2045139, 16.87954178815102046857193600
Navy Cap Booster 75,22000.09,17498.98,4501.109, 20.45951,235, 1057761, 12.972128158374576712685595210
Thulium Hafnite,0,35588.75,-35588.75, -Infinity,0, 0, 0
Promethium Mercurite,0,49983.43,-49983.43, -Infinity,600, -29990060, 0
Unrefined Promethium Mercurite,0,0,0, NaN,0, 0, 0
Unrefined Thulium Hafnite,0,0,0, NaN,0, 0, 0
Photonic Metamaterials,29759,18795.98,10963.02, 36.83934,5301, 58114970, 29.400
Terahertz Metamaterials,23512.12,25443.92,-1931.801, -8.216191,3072, -5934492, 15.141437755698421975452951490
Plasmonic Metamaterials,0,19459.23,-19459.23, -Infinity,4577, -89064900, 0
Nonlinear Metamaterials,34000,25139.98,8860.02, 26.05888,2918, 25853540, 0.0521860141482082801809115200
Alliance Tournament IX: HYDRA RELOADED and 0utbreak,0,1999990,-1999990, -Infinity,0, 0, 0
Alliance Tournament X: Verge of Collapse,0,2000000,-2000000, -Infinity,1, -2000000, 0
Sleeve - 'Drone' (left),0,3.4917E+09,-3.4917E+09, -Infinity,0, 0, 0
Sleeve - 'Wreckage' (left),0,3.289E+08,-3.289E+08, -Infinity,0, 0, 0
Sleeve - 'Prototype' (left),0,3.3E+08,-3.3E+08, -Infinity,0, 0, 0
Sleeve - 'Nature' (left),0,2.9E+09,-2.9E+09, -Infinity,0, 0, 0
Sleeve - 'Drone' (right),0,3.8347E+09,-3.8347E+09, -Infinity,0, 0, 0
Sleeve - 'Wreckage' (right),0,3.79E+08,-3.79E+08, -Infinity,0, 0, 0
Sleeve - 'Prototype' (right),0,3.3E+08,-3.3E+08, -Infinity,1, -330000000, 0
Sleeve - 'Nature' (right),0,3E+09,-3E+09, -Infinity,0, 0, 0
Alliance Tournament I: KAOS Empire,0,2897998,-2897998, -Infinity,0, 0, 0
Alliance Tournament III: Interstellar Alcohol Conglomerate,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament IV: Pandemic Legion,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament V: Triumvirate,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament VIII: HYDRA RELOADED,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament VI: R.U.R.,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament IX: Darkside.,0,2999990,-2999990, -Infinity,0, 0, 0
Alliance Tournament X: HUN Reloaded,0,2000000,-2000000, -Infinity,0, 0, 0
Genolution Core Augmentation CA-3,2.64E+08,2.49E+08,1.499998E+07, 5.681812,1, 14999980, 8.333333333333333333333333330
Genolution Core Augmentation CA-4,2.670001E+08,2.490001E+08,1.800003E+07, 6.741582,1, 18000030, 23.076923076923076923076923080
Moracha,0,0,0, NaN,0, 0, 0
Chremoas,0,0,0, NaN,0, 0, 0
Infomorph Synchronizing,5000000,5000000,0, 0,4, 0, 0
Bastion Module I,8999910,4749993,4249917, 47.22177,1, 4249917, 19.402985074626865671641791040
Bastion Module I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Imperial Navy Command Mindlink,3.98E+08,3.79E+08,1.900003E+07, 4.773878,1, 19000030, 0
Federation Navy Command Mindlink,5.8803E+08,3.334999E+08,2.545301E+08, 43.28522,1, 254530100, 0
Republic Fleet Command Mindlink,5.1E+08,2.999995E+08,2.100005E+08, 41.17657,1, 210000500, 0
Caldari Navy Command Mindlink,4.941111E+08,3.2E+08,1.741111E+08, 35.23724,1, 174111100, 0
Advanced Infomorph Psychology,3.6E+07,3.6E+07,0, 0,2, 0, 0
'Arbalest' Rapid Heavy Missile Launcher I,54995,34331.92,20663.08, 37.57265,16, 330609.2, 30.099941211052322163433274540
'Limos' Rapid Heavy Missile Launcher I,15000,19998.98,-4998.98, -33.32654,3, -14996.94, 0
'Malkuth' Rapid Heavy Missile Launcher I,54882.36,14998.99,39883.37, 72.67065,3, 119650.1, 0
Caldari Navy Rapid Heavy Missile Launcher,9.7E+07,9E+07,7000000, 7.216495,2, 14000000, 33.333333333333333333333333330
Rapid Heavy Missile Launcher I,19833.34,38000.02,-18166.68, -91.59667,5, -90833.4, 13.559322033898305084745762710
Rapid Heavy Missile Launcher I Blueprint,749970,749970,0, 0,1, 0, 0
Rapid Heavy Missile Launcher II,3999999,3057000,942999.3, 23.57499,14, 13201990, 25.062344139650872817955112220
Domination Rapid Heavy Missile Launcher,0,0,0, NaN,0, 0, 0
Dread Guristas Rapid Heavy Missile Launcher,8.666666E+07,6.5E+07,2.166667E+07, 25,3, 65000000, 54.545454545454545454545454550
Estamel's Modified Rapid Heavy Missile Launcher,0,3.225E+09,-3.225E+09, -Infinity,0, 0, 0
Gotan's Modified Rapid Heavy Missile Launcher,0,1E+09,-1E+09, -Infinity,0, 0, 0
Hakim's Modified Rapid Heavy Missile Launcher,0,9.888889E+08,-9.888889E+08, -Infinity,0, 0, 0
Kaikka's Modified Rapid Heavy Missile Launcher,0,1E+09,-1E+09, -Infinity,0, 0, 0
Mizuro's Modified Rapid Heavy Missile Launcher,0,1E+09,-1E+09, -Infinity,1, -1000000000, 0
Republic Fleet Rapid Heavy Missile Launcher,0,1.4E+08,-1.4E+08, -Infinity,0, 0, 0
Shaqil's Modified Rapid Heavy Missile Launcher,0,0,0, NaN,0, 0, 0
Thon's Modified Rapid Heavy Missile Launcher,0,2E+09,-2E+09, -Infinity,0, 0, 0
Tobias' Modified Rapid Heavy Missile Launcher,0,2.5E+09,-2.5E+09, -Infinity,0, 0, 0
True Sansha Rapid Heavy Missile Launcher,0,0,0, NaN,0, 0, 0
Vepas' Modified Rapid Heavy Missile Launcher,0,3E+09,-3E+09, -Infinity,0, 0, 0
YO-5000 Rapid Heavy Missile Launcher,0,6899.98,-6899.98, -Infinity,3, -20699.94, 0
Customs Code Expertise,3000000,3000000,0, 0,3, 0, 0
Astero,5.399999E+07,5.380017E+07,199816, 0.3700297,13, 2597608, 35.714285714285714285714285710
Stratios,1.733079E+08,1.497889E+08,2.351901E+07, 13.57065,5, 117595000, 14.705882352941176470588235290
Nestor,4.15E+08,3.984032E+08,1.659677E+07, 3.999221,1, 16596770, 10.526315789473684210526315790
Mobile Depot,1500000,1300000,199999.9, 13.33333,22, 4399997, 14.285714285714285714285714290
Mobile Tractor Unit,7000000,5000008,1999992, 28.57131,46, 91999630, 48.360083740404745289602233080
Mobile Cynosural Inhibitor,6E+07,4.474876E+07,1.525124E+07, 25.41873,2, 30502480, 4.00
Small Mobile Siphon Unit,0,1.079142E+07,-1.079142E+07, -Infinity,0, 0, 0
Minmatar 1M Bounty Reimbursement Tag,0,0,0, NaN,24, 0, 0
Caldari 10M Bounty Reimbursement Tag,0,1.499E+07,-1.499E+07, -Infinity,0, 0, 0
Amarr 1M Bounty Reimbursement Tag ,0,0,0, NaN,0, 0, 0
Gallente 1M Bounty Reimbursement Tag,0,0,0, NaN,0, 0, 0
Women's 'Luxury' T-shirt,0,0,0, NaN,0, 0, 0
Men's 'Luxury' T-shirt,0,0,0, NaN,0, 0, 0
Leopard,1.19E+08,1.0879E+08,1.021E+07, 8.579832,2, 20420000, 23.529411764705882352941176470
High-grade Ascendancy Alpha,2.98E+08,2.01E+08,9.7E+07, 32.55033,1, 97000000, 0
Mobile Depot Blueprint,1000000,1000000,0, 0,1, 0, 0
Mobile Cynosural Inhibitor Blueprint,1.5E+08,1.9E+08,-4E+07, -26.66667,1, -40000000, 0
Mobile Tractor Unit Blueprint,3E+07,3E+07,0, 0,1, 0, 0
'Wetu' Mobile Depot,3.50795E+07,3.470101E+07,378488, 1.078943,1, 378488, 20.0
'Yurt' Mobile Depot,8.234E+07,7E+07,1.234E+07, 14.98664,1, 12340000, 18.181818181818181818181818180
High-grade Ascendancy Beta,0,2.39E+08,-2.39E+08, -Infinity,1, -239000000, 0
High-grade Ascendancy Delta,6.3E+08,5.25E+08,1.05E+08, 16.66667,1, 105000000, 33.333333333333333333333333330
High-grade Ascendancy Epsilon,1.321655E+09,8.99E+08,4.226549E+08, 31.97922,1, 422654900, 0
High-grade Ascendancy Gamma,6.66334E+08,3E+08,3.66334E+08, 54.97754,1, 366334000, 40.0
High-grade Ascendancy Omega,0,5.399E+09,-5.399E+09, -Infinity,1, -5399000000, 0
Shattered Villard Wheel,1289000,1261000,28000, 2.172226,86, 2408000, 0
Women's 'Phanca' Cybernetic Arm (left),0,0,0, NaN,0, 0, 0
Women's 'Phanca' Cybernetic Arm (right),0,2.111111E+08,-2.111111E+08, -Infinity,0, 0, 0
Men's 'Phanca' Cybernetic Arm (left),0,1.4E+08,-1.4E+08, -Infinity,2, -280000000, 0
Men's 'Phanca' Cybernetic Arm (right),0,2.38E+08,-2.38E+08, -Infinity,1, -238000000, 0
Mid-grade Ascendancy Alpha,1.25E+08,1.14E+08,1.1E+07, 8.8,1, 11000000, 0
Mid-grade Ascendancy Beta,1.95495E+08,1.69602E+08,2.589299E+07, 13.24484,1, 25892990, 0
Mid-grade Ascendancy Delta,0,1.678E+08,-1.678E+08, -Infinity,1, -167800000, 0
Mid-grade Ascendancy Epsilon,2.75E+08,2.45E+08,3E+07, 10.90909,1, 30000000, 0
Mid-grade Ascendancy Gamma,1.675E+08,1.547E+08,1.28E+07, 7.641791,1, 12800000, 0
Mid-grade Ascendancy Omega,2.1E+08,1.82999E+08,2.700101E+07, 12.85762,1, 27001010, 0
Snowball,741,200,541, 73.00945,941, 509081, 37.772844987051424343322234550
Sodium Firework,1199.88,280,919.88, 76.66433,633, 582284.1, 4.9530142144723004376293381300
Barium Firework,2890,399,2491, 86.19377,539, 1342649, 0.6411078343377356071291191200
Copper Firework,1700,400,1300, 76.47059,751, 976300, 3.3773774960004740178941755100
Hull Tanking, Elite,0,999989,-999989, -Infinity,1, -999989, 0
Covert Research Tools,425000,400000,25000, 5.882353,206, 5150000, 4.7904191616766467065868263500
Men's 'Humanitarian' T-shirt YC 115,0,2.95E+08,-2.95E+08, -Infinity,0, 0, 0
Women's 'Humanitarian' T-shirt YC 115,2E+08,1.49E+08,5.1E+07, 25.5,0, 0, 0
Small Mobile 'Hybrid' Siphon Unit,0,3.35E+07,-3.35E+07, -Infinity,1, -33500000, 0
Small Mobile 'Rote' Siphon Unit,0,1.4E+07,-1.4E+07, -Infinity,1, -14000000, 0
Amarr Encounter Surveillance System,0,3.818053E+07,-3.818053E+07, -Infinity,1, -38180530, 0
Mobile Scan Inhibitor,5E+07,2.599999E+07,2.400001E+07, 48.00001,1, 24000010, 0
Mobile Scan Inhibitor Blueprint,1.5E+08,1.5E+08,0, 0,1, 0, 0
Mobile Micro Jump Unit,6200000,2997555,3202445, 51.65234,3, 9607335, 34.328358208955223880597014930
Mobile Micro Jump Unit Blueprint,3E+07,3.52E+07,-5200000, -17.33333,2, -10400000, 0
Caldari Encounter Surveillance System,2.39E+07,2.4894E+07,-993998, -4.158988,1, -993998, 0
Amarr 100K Bounty Reimbursement Tag ,0,4000000,-4000000, -Infinity,0, 0, 0
Caldari 100K Bounty Reimbursement Tag,0,5995000,-5995000, -Infinity,0, 0, 0
Gallente 100K Bounty Reimbursement Tag,0,1000000,-1000000, -Infinity,0, 0, 0
Minmatar 100K Bounty Reimbursement Tag,0,8000000,-8000000, -Infinity,32, -256000000, 0
Amarr 10K Bounty Reimbursement Tag ,0,8000000,-8000000, -Infinity,0, 0, 0
Caldari 10K Bounty Reimbursement Tag,0,494000,-494000, -Infinity,0, 0, 0
Gallente 10K Bounty Reimbursement Tag,0,1000000,-1000000, -Infinity,0, 0, 0
Minmatar 10K Bounty Reimbursement Tag,0,0,0, NaN,30, 0, 0
Amarr 10M Bounty Reimbursement Tag ,0,0,0, NaN,0, 0, 0
Gallente 10M Bounty Reimbursement Tag,0,2E+07,-2E+07, -Infinity,0, 0, 0
Minmatar 10M Bounty Reimbursement Tag,0,0,0, NaN,54, 0, 0
Gallente Encounter Surveillance System,2.5E+07,3.699998E+07,-1.199998E+07, -47.99994,1, -11999980, 0
Minmatar Encounter Surveillance System,2.49E+07,3.978952E+07,-1.488952E+07, -59.79727,5, -74447600, 0
Caldari 1M Bounty Reimbursement Tag,0,0,0, NaN,0, 0, 0
Rogue Drone 46-X Nexus Chip,5.5E+07,5E+07,5000000, 9.090909,2, 10000000, 0
Rogue Drone 43-X Nexus Chip,1.545E+08,1.34E+08,2.05E+07, 13.26861,1, 20500000, 0
Rogue Drone 42-X Nexus Chip,0,2.104001E+08,-2.104001E+08, -Infinity,1, -210400100, 0
Heavy Hull Maintenance Bot I,290000,131197.8,158802.2, 54.75938,4, 635208.8, 0.5982053838484546360917248300
Heavy Hull Maintenance Bot I Blueprint,1E+07,1E+07,0, 0,1, 0, 0
Whiptail,0,0,0, NaN,0, 0, 0
Chameleon,0,0,0, NaN,0, 0, 0
Gecko,9.8E+07,9.51592E+07,2840800, 2.898776,8, 22726400, 33.834586466165413533834586470
Prospect,2.748985E+07,2.399998E+07,3489870, 12.69512,3, 10469610, 14.705882352941176470588235290
Medium Drone Operation,125000,100000,25000, 20,16, 400000, 0.189528547737502961383558400
'Packrat' Mobile Tractor Unit,7E+07,4.480003E+07,2.519997E+07, 35.99995,2, 50399940, 30.769230769230769230769230770
'Magpie' Mobile Tractor Unit,4.87807E+08,3.8E+08,1.07807E+08, 22.10035,1, 107807000, 0
Medium Hull Maintenance Bot I,199999,30500,169499, 84.74992,3, 508496.9, 0
Medium Hull Maintenance Bot I Blueprint,2500000,2500000,0, 0,1, 0, 0
Light Hull Maintenance Bot I,79999.99,4960.8,75039.2, 93.799,7, 525274.4, 32.608695652173913043478260870
Light Hull Maintenance Bot I Blueprint,500000,500000,0, 0,1, 0, 0
Heavy Hull Maintenance Bot II,3499999,2899087,600912.5, 17.16893,0, 0, 0
Medium Hull Maintenance Bot II,2200000,3499919,-1299919, -59.08722,3, -3899756, 3.0303030303030303030303030300
Light Hull Maintenance Bot II,1247222,649982.7,597239.3, 47.88557,3, 1791718, 14.693877551020408163265306120
Women's 'Mitral' Boots (black),0,8.494899E+07,-8.494899E+07, -Infinity,1, -84948990, 0
Women's 'Sanctity' Dress (cream/gold),0,3.32E+08,-3.32E+08, -Infinity,0, 0, 0
Women's 'Mitral' Boots (bronze),0,2.95E+08,-2.95E+08, -Infinity,0, 0, 0
Women's 'Mitral' Boots (cream),0,2.8295E+08,-2.8295E+08, -Infinity,0, 0, 0
Women's 'Mitral' Boots (dark blue),0,0,0, NaN,0, 0, 0
Women's 'Mitral' Boots (dark red),0,0,0, NaN,0, 0, 0
Women's 'Corsair' Heels (black),2500000,6300000,-3800000, -152,1, -3800000, 0
Women's 'Corsair' Heels (blue),0,3.16E+08,-3.16E+08, -Infinity,0, 0, 0
Women's 'Corsair' Heels (brown),0,4.88E+08,-4.88E+08, -Infinity,0, 0, 0
Women's 'Corsair' Heels (beige),0,0,0, NaN,0, 0, 0
Women's 'Corsair' Heels (gray),0,0,0, NaN,0, 0, 0
Women's 'Corsair' Heels (red),0,0,0, NaN,0, 0, 0
Women's 'Sanctity' Dress (black/gold),0,3.28E+08,-3.28E+08, -Infinity,0, 0, 0
Women's 'Sanctity' Dress (brown/gold),0,3.89E+08,-3.89E+08, -Infinity,0, 0, 0
Women's 'Sanctity' Dress (blue/silver),0,4E+08,-4E+08, -Infinity,0, 0, 0
Women's 'Sanctity' Dress (green/gold),0,4.79E+07,-4.79E+07, -Infinity,1, -47900000, 0
Women's 'Sanctity' Dress (red/gold),0,0,0, NaN,0, 0, 0
Women's 'Sanctity' Dress (olive/gold),0,4.3931E+07,-4.3931E+07, -Infinity,1, -43931000, 0
Women's 'Sanctity' Dress (red/silver),0,1.392E+09,-1.392E+09, -Infinity,0, 0, 0
Women's 'Rocket' Dress (glossy black),0,2.22E+08,-2.22E+08, -Infinity,1, -222000000, 0
Women's 'Rocket' Dress (black),0,5E+08,-5E+08, -Infinity,0, 0, 0
Women's 'Rocket' Dress (blue),0,5.9E+08,-5.9E+08, -Infinity,0, 0, 0
Women's 'Rocket' Dress (copper),0,9.9E+08,-9.9E+08, -Infinity,0, 0, 0
Women's 'Rocket' Dress (dark grey),0,0,0, NaN,0, 0, 0
Women's 'Rocket' Dress (metal) ,0,0,0, NaN,0, 0, 0
Women's 'Rocket' Dress (green),1.1E+07,1.5E+07,-4000000, -36.36364,1, -4000000, 14.285714285714285714285714290
Women's 'Rocket' Dress (purple),0,0,0, NaN,0, 0, 0
Women's 'Rocket' Dress (red),0,0,0, NaN,0, 0, 0
Women's 'Rocket' Dress (white),0,0,0, NaN,0, 0, 0
Women's 'Rocket' Dress (dark teal),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (glossy black),0,6.8E+07,-6.8E+07, -Infinity,0, 0, 0
Women's 'Poise' Pants (black),0,4.989995E+08,-4.989995E+08, -Infinity,0, 0, 0
Women's 'Poise' Pants (beige swirl),0,2.95E+08,-2.95E+08, -Infinity,0, 0, 0
Women's 'Poise' Pants (cream),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (dark green),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (dark swirl),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (glossy bronze),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (blue),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (red),0,0,0, NaN,0, 0, 0
Women's 'Poise' Pants (glossy red),0,0,0, NaN,0, 0, 0
Women's 'Strut' Pants (black),9800000,1.509989E+07,-5299888, -54.08049,2, -10599780, 0
Women's 'Strut' Pants (blue),0,2.83E+08,-2.83E+08, -Infinity,0, 0, 0
Women's 'Strut' Pants (camo),0,2.25E+08,-2.25E+08, -Infinity,0, 0, 0
Women's 'Strut' Pants (matte gray),0,0,0, NaN,0, 0, 0
Women's 'Strut' Pants (orange),0,0,0, NaN,0, 0, 0
Women's 'Strut' Pants (red),0,0,0, NaN,0, 0, 0
Women's 'Strut' Pants (red gloss),0,0,0, NaN,0, 0, 0
Women's 'Strut' Pants (yellow gloss),0,0,0, NaN,0, 0, 0
Women's 'New Eden Open I' T-shirt YC 114,8E+08,2E+08,6E+08, 75,0, 0, 0
Women's 'New Eden Open II' T-shirt YC 116,0,8.96E+08,-8.96E+08, -Infinity,0, 0, 0
Men's 'New Eden Open I' T-shirt YC 114,0,1.95E+09,-1.95E+09, -Infinity,0, 0, 0
Men's 'New Eden Open II' T-shirt YC 116,0,9.89E+08,-9.89E+08, -Infinity,0, 0, 0
Men's 'March' Boots (White),0,0,0, NaN,0, 0, 0
Men's 'March' Boots (Graphite),0,0,0, NaN,1, 0, 0
Men's 'March' Boots (Brown),0,1.85E+08,-1.85E+08, -Infinity,0, 0, 0
Men's 'March' Boots (Blue),0,8.8E+07,-8.8E+07, -Infinity,0, 0, 0
Men's 'March' Boots (Black),2E+07,1E+07,1E+07, 50,1, 10000000, 66.666666666666666666666666670
Men's 'Ascend' Boots (white/gold),0,0,0, NaN,0, 0, 0
Men's 'Ascend' Boots (royal),0,0,0, NaN,0, 0, 0
Men's 'Ascend' Boots (grey/silver),0,1000000,-1000000, -Infinity,1, -1000000, 0
Men's 'Ascend' Boots (maroon/black),0,7E+07,-7E+07, -Infinity,0, 0, 0
Men's 'Ascend' Boots (brown/gold),0,1.1495E+08,-1.1495E+08, -Infinity,0, 0, 0
Men's 'Strider' Pants (monochrome),0,0,0, NaN,0, 0, 0
Men's 'Strider' Pants (green camo),1E+08,2.17E+07,7.83E+07, 78.3,2, 156600000, 0
Men's 'Strider' Pants (graphite),0,1.8E+08,-1.8E+08, -Infinity,1, -180000000, 0
Men's 'Strider' Pants (dark red),0,1.6E+08,-1.6E+08, -Infinity,0, 0, 0
Men's 'Strider' Pants (black),0,3.993324E+08,-3.993324E+08, -Infinity,1, -399332400, 0
Men's 'Rider' Pants (white gold),0,1.98E+08,-1.98E+08, -Infinity,0, 0, 0
Men's 'Rider' Pants (royal gold),0,0,0, NaN,0, 0, 0
Men's 'Rider' Pants (red gold),0,2.4495E+08,-2.4495E+08, -Infinity,0, 0, 0
Men's 'Rider' Pants (reflective blue),0,0,0, NaN,0, 0, 0
Men's 'Rider' Pants (black silver),0,6.475E+07,-6.475E+07, -Infinity,0, 0, 0
Men's 'Impact' Jacket (monochrome),0,0,0, NaN,0, 0, 0
Men's 'Impact' Jacket (green camo),5E+07,1E+07,4E+07, 80,1, 40000000, 0
Men's 'Impact' Jacket (graphite),0,1E+08,-1E+08, -Infinity,0, 0, 0
Men's 'Impact' Jacket (dark red),0,9E+07,-9E+07, -Infinity,0, 0, 0
Men's 'Impact' Jacket (reflective blue),0,9.5E+07,-9.5E+07, -Infinity,0, 0, 0
Men's 'Curate' Coat (white gold),0,0,0, NaN,0, 0, 0
Men's 'Curate' Coat (royal gold),0,0,0, NaN,0, 0, 0
Men's 'Curate' Coat (red/gold),0,1.10011E+08,-1.10011E+08, -Infinity,0, 0, 0
Men's 'Curate' Coat (dark bronze),0,3.449999E+08,-3.449999E+08, -Infinity,0, 0, 0
Men's 'Curate' Coat (black/silver),0,1.9E+08,-1.9E+08, -Infinity,0, 0, 0
Men's 'Source' Coat (black),0,9E+08,-9E+08, -Infinity,0, 0, 0
Women's 'Source' Coat (silver),0,0,0, NaN,0, 0, 0
Cybernetic 'Source' Subprocessor,0,2E+09,-2E+09, -Infinity,0, 0, 0
Neural 'Source' Boost,0,2E+09,-2E+09, -Infinity,0, 0, 0
New Eden Source,0,2.995E+09,-2.995E+09, -Infinity,0, 0, 0
Men's 'Quafe' T-shirt YC 116,0,2.999997E+08,-2.999997E+08, -Infinity,1, -299999700, 0
Women's 'Quafe' T-shirt YC 116,2E+08,2E+08,16, 8E-06,0, 0, 33.333333333333333333333333330
Garmur,6.194999E+07,5.300001E+07,8949980, 14.44711,3, 26849940, 9.259259259259259259259259260
Orthrus,2.129958E+08,2.05E+08,7995808, 3.753974,1, 7995808, 12.500
Barghest,9E+08,8.65E+08,3.5E+07, 3.888889,1, 35000000, 0
Omnidirectional Tracking Enhancer I,60000,37888.88,22111.12, 36.85187,2, 44222.24, 6.7554709800190294957183634600
Omnidirectional Tracking Enhancer I Blueprint,144000,144000,0, 0,1, 0, 0
Omnidirectional Tracking Enhancer II,1580000,1094000,486000.1, 30.7595,7, 3402001, 17.561521252796420581655480980
Sentient Omnidirectional Tracking Link,3.9E+07,2.69E+07,1.21E+07, 31.02564,1, 12100000, 9.090909090909090909090909090
Sentient Omnidirectional Tracking Enhancer,9900000,5799997,4100003, 41.41417,1, 4100003, 15.00
Dread Guristas Omnidirectional Tracking Enhancer,1.80991E+07,5544222,1.255488E+07, 69.36742,1, 12554880, 25.00
Imperial Navy Omnidirectional Tracking Enhancer,1.59E+08,1.02E+08,5.7E+07, 35.84906,1, 57000000, 0
Unit D-34343's Modified Omnidirectional Tracking Enhancer,0,2.75E+09,-2.75E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Omnidirectional Tracking Enhancer,0,2.094965E+09,-2.094965E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Omnidirectional Tracking Enhancer,0,3.499E+09,-3.499E+09, -Infinity,0, 0, 0
Unit W-634's Modified Omnidirectional Tracking Enhancer,0,6.99956E+09,-6.99956E+09, -Infinity,0, 0, 0
Federation Navy Drone Damage Amplifier,1.6E+08,1.49E+08,1.1E+07, 6.875,2, 22000000, 18.7500
Imperial Navy Drone Damage Amplifier,1.3E+08,1.286978E+08,1302224, 1.001711,2, 2604448, 16.666666666666666666666666670
Dread Guristas Drone Damage Amplifier,2E+08,1E+09,-8E+08, -400,1, -800000000, 13.333333333333333333333333330
Sentient Drone Damage Amplifier,1.83E+08,1.378E+08,4.52E+07, 24.69945,1, 45200000, 0
Federation Navy Drone Navigation Computer,3.19E+08,2.647001E+08,5.429989E+07, 17.02191,1, 54299890, 0
Sentient Drone Navigation Computer,8.3E+07,5.876E+07,2.424E+07, 29.20482,1, 24240000, 0
