ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Zainou 'Beancounter' Industry BX-804,Metropolis,Jita,2.49E+08,1.851111E+08,6.38889E+07,25.65819,1,10,128.291,6.38889E+08
Zainou 'Beancounter' Reprocessing RX-804,Metropolis,Jita,1.9085E+08,1.524843E+08,3.836571E+07,20.10254,1,30,301.5381,1.150971E+09
Zainou 'Beancounter' Reprocessing RX-801,Metropolis,Jita,1999999,505999.7,1493999,74.7,1,3,149.4,4481998
Zainou 'Beancounter' Metallurgy MY-703,Metropolis,Jita,3.8E+07,2.199949E+07,1.600051E+07,42.10659,1,6,126.3198,9.600304E+07
Zainou 'Beancounter' Research RR-603,Metropolis,Jita,200000,2.9E+07,2.88E+07,99.31035,1,6,297.931,1.728E+08
Zainou 'Beancounter' Science SC-803,Metropolis,Jita,3.2E+07,2.890665E+07,3093352,9.666725,1,6,29.00018,1.856011E+07
Zainou 'Beancounter' Research RR-605,Metropolis,Jita,1.99E+08,1.692439E+08,2.975613E+07,14.95283,1,9,74.76414,2.678052E+08
Zainou 'Beancounter' Research RR-601,Metropolis,Jita,180000,75000,105000,58.33333,1,4,116.6667,420000
Zainou 'Beancounter' Metallurgy MY-705,Metropolis,Jita,1.98E+08,1.4425E+08,5.375003E+07,27.14648,1,12,162.8789,6.450004E+08
Zainou 'Beancounter' Metallurgy MY-701,Metropolis,Jita,200000,799000,599000,74.96871,1,2,74.96871,1198000
Zainou 'Beancounter' Science SC-805,Metropolis,Jita,1.98E+08,1.721852E+08,2.581485E+07,13.0378,1,5,39.1134,1.290742E+08
Zainou 'Beancounter' Science SC-801,Metropolis,Jita,499999,288750,211249,42.24989,1,2,42.24989,422498
Poteque 'Prospector' Astrometric Pinpointing AP-606,Metropolis,Jita,4.2E+07,3.391872E+07,8081284,19.24115,1,21,211.6527,1.69707E+08
Poteque 'Prospector' Astrometric Acquisition AQ-706,Metropolis,Jita,3.39E+07,3.115821E+07,2741792,8.087882,1,29,121.3182,7.951197E+07
Poteque 'Prospector' Astrometric Rangefinding AR-806,Metropolis,Jita,4.5E+07,3.422291E+07,1.077709E+07,23.94909,1,21,263.4399,2.263188E+08
Poteque 'Prospector' Astrometric Pinpointing AP-610,Metropolis,Jita,2.22E+08,3.5E+08,1.28E+08,36.57143,2,1,36.57143,2.56E+08
Poteque 'Prospector' Astrometric Pinpointing AP-602,Metropolis,Jita,3749000,1206847,2542153,67.80883,1,30,1017.132,7.626459E+07
Poteque 'Prospector' Astrometric Acquisition AQ-710,Metropolis,Jita,2.6E+08,2.383365E+08,2.166352E+07,8.332123,1,15,66.65698,3.249528E+08
Poteque 'Prospector' Astrometric Acquisition AQ-702,Metropolis,Jita,3000000,841448.9,2158551,71.9517,1,118,4245.15,2.54709E+08
Poteque 'Prospector' Astrometric Rangefinding AR-810,Metropolis,Jita,2.69E+08,2.042247E+08,6.477533E+07,24.08005,1,9,120.4002,5.829779E+08
Poteque 'Prospector' Astrometric Rangefinding AR-802,Metropolis,Jita,2398000,1003310,1394691,58.16057,5,52,1628.496,7.25239E+07
Poteque 'Prospector' Archaeology AC-905,Metropolis,Jita,3.9E+07,2.917278E+07,9827222,25.19801,2,27,352.7721,2.65335E+08
Poteque 'Prospector' Hacking HC-905,Metropolis,Jita,3.3E+07,2.647298E+07,6527016,19.77884,1,4,39.55767,2.610806E+07
Poteque 'Prospector' Salvaging SV-905,Metropolis,Jita,3.99E+07,4E+07,100000,0.25,1,2,0.25,200000
Zainou 'Gypsy' Long Range Targeting LT-805,Metropolis,Jita,1.7E+08,1.42249E+08,2.775101E+07,16.32412,1,1,16.32412,2.775101E+07
Zainou 'Gypsy' Long Range Targeting LT-801,Metropolis,Jita,46000,999988.3,953988.3,95.39995,1,11,572.3997,1.049387E+07
Zainou 'Gypsy' Weapon Disruption WD-905,Metropolis,Jita,1.12E+07,8.7E+07,7.58E+07,87.12643,1,1,87.12643,7.58E+07
Zainou 'Gypsy' Weapon Disruption WD-901,Metropolis,Jita,1E+07,11013.13,9988987,99.88987,1,1,99.88987,9988987
Zainou 'Gypsy' Target Painting TG-901,Metropolis,Jita,2000000,23233.33,1976767,98.83833,1,1,98.83833,1976767
Eifyr and Co. 'Alchemist' Gas Harvesting GH-803,Metropolis,Jita,2.2E+07,3.2198E+07,1.0198E+07,31.67278,1,2,31.67278,2.0396E+07
Eifyr and Co. 'Alchemist' Gas Harvesting GH-805,Metropolis,Jita,1.479339E+08,1.75999E+08,2.806514E+07,15.94619,3,1,31.89238,8.419541E+07
Eifyr and Co. 'Alchemist' Gas Harvesting GH-801,Metropolis,Jita,3460000,450250.6,3009750,86.98698,1,8,347.9479,2.4078E+07
Zainou 'Snapshot' Defender Missiles DM-801,Metropolis,Jita,200000,525000,325000,61.90476,5,2,185.7143,1625000
Zainou 'Snapshot' Heavy Assault Missiles AM-705,Metropolis,Jita,8.99E+07,1.260312E+08,3.61312E+07,28.66846,1,44,630.7061,1.589773E+09
Zainou 'Snapshot' Heavy Assault Missiles AM-701,Metropolis,Jita,1200000,750000,450000,37.5,1,1,37.5,450000
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1005,Metropolis,Jita,2E+08,1.99789E+08,211008,0.105504,1,1,0.105504,211008
Zainou 'Snapshot' Heavy Missiles HM-705,Metropolis,Jita,1.99E+08,1.38E+08,6.099997E+07,30.65325,1,3,61.3065,1.829999E+08
Zainou 'Snapshot' Heavy Missiles HM-701,Metropolis,Jita,3999945,729999.5,3269945,81.74976,2,1,81.74976,6539890
Zainou 'Snapshot' Light Missiles LM-905,Metropolis,Jita,1.8E+08,1.374477E+08,4.25523E+07,23.64017,1,42,496.4435,1.787197E+09
Zainou 'Snapshot' Light Missiles LM-901,Metropolis,Jita,2500000,1499992,1000008,40.00032,1,15,320.0026,1.500012E+07
Zainou 'Snapshot' Rockets RD-905,Metropolis,Jita,2.5E+08,1.556E+08,9.440005E+07,37.76002,1,1,37.76002,9.440005E+07
Zainou 'Snapshot' Rockets RD-901,Metropolis,Jita,3000000,850000,2150000,71.66666,1,2,71.66666,4300000
Zainou 'Snapshot' Torpedoes TD-605,Metropolis,Jita,1.845E+08,1.38E+08,4.65E+07,25.20325,1,2,25.20325,9.3E+07
Zainou 'Snapshot' Cruise Missiles CM-605,Metropolis,Jita,1.9E+08,1.526779E+08,3.732206E+07,19.64319,2,7,78.57277,2.612544E+08
Zainou 'Snapshot' Cruise Missiles CM-601,Metropolis,Jita,999999,1000000,1,0.0001,1,1,0.0001,1
Poteque 'Prospector' Environmental Analysis EY-1005,Metropolis,Jita,3.9E+07,3.060423E+07,8395772,21.52762,1,24,258.3315,2.014985E+08
Station Warehouse Container Blueprint,Metropolis,Jita,1.6E+07,1.045E+07,5550000,34.6875,1,1,34.6875,5550000
Guristas Inferno Rocket,Metropolis,Jita,89.99,55.02,34.97,38.85987,2237,41700,853673.6,1458249
Caldari Navy Inferno Rocket,Metropolis,Jita,914.98,728.21,186.77,20.41246,11365,186033,2014690,3.474538E+07
Dread Guristas Inferno Rocket,Metropolis,Jita,54998,17022.25,37975.75,69.04933,300,2045,80925.82,7.766041E+07
Guristas Mjolnir Rocket,Metropolis,Jita,10,56.13,46.13,82.18422,500,35521,1480138,1638584
Caldari Navy Mjolnir Rocket,Metropolis,Jita,1599.99,839.53,760.46,47.52905,12502,445856,1.089266E+07,3.390556E+08
Dread Guristas Mjolnir Rocket,Metropolis,Jita,31750,69666.53,37916.53,54.42575,1000,2,27267.3,3.791653E+07
Guristas Nova Rocket,Metropolis,Jita,89.99,40,49.99,55.55062,2000,34082,1002189,1703759
Caldari Navy Nova Rocket,Metropolis,Jita,1199.99,799.97,400.02,33.33528,15000,254170,4486429,1.016731E+08
Dread Guristas Nova Rocket,Metropolis,Jita,64999.99,39497.54,25502.45,39.23454,150,180,6473.7,4590441
Guristas Scourge Rocket,Metropolis,Jita,95.64,25.13,70.51,73.72439,1000,88834,3311478,6263686
Caldari Navy Scourge Rocket,Metropolis,Jita,948.98,799.92,149.06,15.70739,17360,396415,3249655,5.908962E+07
Dread Guristas Scourge Rocket,Metropolis,Jita,93999.99,11219.84,82780.16,88.064,1000,1000,88064,8.278016E+07
Guristas Mjolnir Torpedo,Metropolis,Jita,800,719.99,80.01001,10.00125,100,33191,166470.8,2655612
Caldari Navy Mjolnir Torpedo,Metropolis,Jita,2914.9,2350.99,563.9099,19.34577,4787,326251,3202093,1.839762E+08
Dread Guristas Mjolnir Torpedo,Metropolis,Jita,250000,60033.91,189966.1,75.98643,836,1100,73554.87,2.089627E+08
Guristas Scourge Torpedo,Metropolis,Jita,749.98,225,524.98,69.9992,20000,22005,1470123,1.155218E+07
Caldari Navy Scourge Torpedo,Metropolis,Jita,3034.99,2332.61,702.3799,23.14274,1540,183863,2145355,1.291417E+08
Dread Guristas Scourge Torpedo,Metropolis,Jita,99999.98,52618.13,47381.85,47.38186,50,2000,48566.41,9.47637E+07
Guristas Inferno Torpedo,Metropolis,Jita,899.98,422.26,477.72,53.08118,4000,25412,780611.8,1.213982E+07
Caldari Navy Inferno Torpedo,Metropolis,Jita,3247.82,2487.67,760.1501,23.40493,1008,258293,3034450,1.963415E+08
Guristas Scourge Light Missile,Metropolis,Jita,1297.76,545.16,752.6,57.99223,500,165215,4805063,1.243408E+08
Dread Guristas Inferno Torpedo,Metropolis,Jita,249999,130000,119999,47.99981,108,1080,28511.88,1.29599E+08
Guristas Nova Torpedo,Metropolis,Jita,999.95,250.02,749.93,74.99675,500,8523,338310.3,6391654
Caldari Navy Nova Torpedo,Metropolis,Jita,3049.99,2389.74,660.25,21.64761,1426,283247,3081235,1.870138E+08
Caldari Navy Scourge Light Missile,Metropolis,Jita,1493.89,850.18,643.71,43.08952,16605,4882442,1.055488E+08,3.142877E+09
Dread Guristas Nova Torpedo,Metropolis,Jita,250000,66178.28,183821.7,73.52869,108,1016,41323.12,1.867628E+08
Dread Guristas Scourge Light Missile,Metropolis,Jita,5,32016.04,32011.04,99.98438,1,1088,54391.5,3.482801E+07
Guristas Inferno Light Missile,Metropolis,Jita,35,400.11,365.11,91.2524,3448,61449,2960958,2.243564E+07
Dread Guristas Inferno Light Missile,Metropolis,Jita,178990.5,52129.03,126861.5,70.87609,2346,300,93769.07,2.976171E+08
Caldari Navy Inferno Light Missile,Metropolis,Jita,1236,867.33,368.67,29.82767,31300,3687155,5.545641E+07,1.359343E+09
Guristas Mjolnir Cruise Missile,Metropolis,Jita,980,534.13,445.87,45.49694,6000,18058,547282.6,8051521
Dread Guristas Nova Light Missile,Metropolis,Jita,5,79999.91,79994.91,99.99375,69,200,13399.16,1.599898E+07
Caldari Navy Mjolnir Cruise Missile,Metropolis,Jita,2024.99,1794.83,230.16,11.36598,5000,322061,1858679,7.412557E+07
Guristas Nova Light Missile,Metropolis,Jita,699.95,338.88,361.07,51.58511,2000,155212,4054900,5.60424E+07
Caldari Navy Nova Light Missile,Metropolis,Jita,1323.99,854.6,469.39,35.45269,18319,2987439,5.32811E+07,1.402274E+09
Guristas Mjolnir Light Missile,Metropolis,Jita,1399.97,448.81,951.16,67.94145,4000,162735,5664075,1.54787E+08
Dread Guristas Mjolnir Light Missile,Metropolis,Jita,5,37588.98,37583.98,99.9867,20,600,30995.88,2.255039E+07
Caldari Navy Mjolnir Light Missile,Metropolis,Jita,1899.98,891.14,1008.84,53.0974,27200,5854291,1.561459E+08,5.906043E+09
Dread Guristas Mjolnir Cruise Missile,Metropolis,Jita,1200,50016.92,48816.92,97.60081,4,752,36893.11,3.671032E+07
Guristas Scourge Cruise Missile,Metropolis,Jita,1668.85,650.87,1017.98,60.99889,11500,35334,1428411,3.59693E+07
Guristas Nova Heavy Assault Missile,Metropolis,Jita,1099.97,585.98,513.99,46.72764,20189,18890,913011.3,1.037694E+07
Caldari Navy Scourge Cruise Missile,Metropolis,Jita,2374.41,1789.75,584.6599,24.62338,1163,747204,9213649,4.368602E+08
Dread Guristas Nova Heavy Assault Missile,Metropolis,Jita,180000,133896,46103.98,25.61333,1000,4185,66389.74,1.929452E+08
Dread Guristas Scourge Cruise Missile,Metropolis,Jita,89999.99,110978.7,20978.75,18.90339,230,45,2589.765,4825113
Caldari Navy Nova Heavy Assault Missile,Metropolis,Jita,1350,1124.97,225.03,16.66889,20000,356039,3134069,8.011946E+07
Guristas Inferno Heavy Assault Missile,Metropolis,Jita,1099.98,600.42,499.56,45.41537,1500,11234,289159.7,5612057
Caldari Navy Inferno Heavy Assault Missile,Metropolis,Jita,1499.97,1180.84,319.13,21.27576,400,273616,2914949,8.731907E+07
Dread Guristas Inferno Heavy Assault Missile,Metropolis,Jita,25999.99,135000,109000,80.74075,1,500,20185.19,5.45E+07
Guristas Inferno Cruise Missile,Metropolis,Jita,129.87,814.33,684.46,84.05192,5746,60556,2786405,4.144816E+07
Guristas Scourge Heavy Assault Missile,Metropolis,Jita,15.16,552.86,537.7,97.2579,1000,45999,2285463,2.473366E+07
Caldari Navy Scourge Heavy Assault Missile,Metropolis,Jita,3999,1258.99,2740.01,68.51738,4300,1049018,3.60853E+07,2.87432E+09
Dread Guristas Scourge Heavy Assault Missile,Metropolis,Jita,25.16,60000.02,59974.86,99.95807,4,1345,67371.74,8.066618E+07
Guristas Mjolnir Heavy Assault Missile,Metropolis,Jita,800,734.84,65.15997,8.144997,200,20000,82264.47,1303200
Caldari Navy Mjolnir Heavy Assault Missile,Metropolis,Jita,1498.74,1234.86,263.88,17.60679,3100,357009,3170173,9.420754E+07
Dread Guristas Mjolnir Heavy Assault Missile,Metropolis,Jita,180000,88501.46,91498.52,50.83252,1000,6000,177913.8,5.489912E+08
Caldari Navy Inferno Cruise Missile,Metropolis,Jita,2999.97,1733.97,1266,42.20042,1000,363862,7698666,4.606493E+08
Dread Guristas Inferno Cruise Missile,Metropolis,Jita,245000,40029.59,204970.4,83.66139,2000,1000,125492.1,4.099408E+08
Guristas Nova Cruise Missile,Metropolis,Jita,1349.98,405.74,944.24,69.94474,3600,20334,837028.7,1.920018E+07
Caldari Navy Nova Cruise Missile,Metropolis,Jita,2799.93,1579.86,1220.07,43.57502,1000,297497,6503484,3.629671E+08
Dread Guristas Nova Cruise Missile,Metropolis,Jita,240000,36000,204000,85,500,2586,131155,5.27544E+08
Guristas Mjolnir Heavy Missile,Metropolis,Jita,2000,602.89,1397.11,69.8555,1,31564,1102460,4.409838E+07
Caldari Navy Mjolnir Heavy Missile,Metropolis,Jita,1399.98,1145.9,254.08,18.14883,4511,562237,5142906,1.428532E+08
Dread Guristas Mjolnir Heavy Missile,Metropolis,Jita,229686.4,70000.24,159686.2,69.52355,1000,1000,69523.55,1.596862E+08
Guristas Scourge Heavy Missile,Metropolis,Jita,999.99,1099.99,100,9.090992,3000,73421,347366.8,7342100
Caldari Navy Scourge Heavy Missile,Metropolis,Jita,1590.44,1248.34,342.1,21.50977,4540,2065443,2.226242E+07,7.06588E+08
Dread Guristas Scourge Heavy Missile,Metropolis,Jita,200000,57001.01,142999,71.49949,500,1000,53624.62,1.42999E+08
Guristas Inferno Heavy Missile,Metropolis,Jita,39.99,778,738.01,94.8599,912,32488,1584160,2.397647E+07
Caldari Navy Inferno Heavy Missile,Metropolis,Jita,1100.07,1145.07,45,3.929891,7953,432180,864835.4,1.94481E+07
Dread Guristas Inferno Heavy Missile,Metropolis,Jita,260000,150000,110000,42.30769,1000,180,24961.54,1.1E+08
Guristas Nova Heavy Missile,Metropolis,Jita,1999.98,516.3,1483.68,74.18474,128,12519,469070.1,1.857419E+07
Caldari Navy Nova Heavy Missile,Metropolis,Jita,1350,1104.77,245.23,18.16518,3700,91530,864935.3,2.24459E+07
Dread Guristas Nova Heavy Missile,Metropolis,Jita,275000,76026.53,198973.5,72.35399,1599,1000,93987.83,3.181586E+08
Federation Navy Inferno Auto-Targeting Cruise Missile I,Metropolis,Jita,400,4.2E+07,4.19996E+07,99.99905,23,7,1499.986,9.659908E+08
Republic Fleet Nova Auto-Targeting Cruise Missile I,Metropolis,Jita,1000000,799899,200101,20.0101,74,20,940.4747,1.480747E+07
Dread Guristas Control Tower,Metropolis,Jita,4E+08,6.75E+08,2.75E+08,40.74074,1,1,40.74074,2.75E+08
Shadow Control Tower,Metropolis,Jita,4.5E+08,8.98E+08,4.48E+08,49.88864,1,1,49.88864,4.48E+08
Angel Control Tower,Metropolis,Jita,5.5E+08,5.8E+08,3E+07,5.172414,1,1,5.172414,3E+07
Shadow Large Railgun Battery,Metropolis,Jita,1.25E+07,8594000,3906000,31.248,1,2,31.248,7812000
Angel Large AutoCannon Battery,Metropolis,Jita,8000000,4544801,3455199,43.18999,1,31,691.0398,1.071112E+08
Domination Large AutoCannon Battery,Metropolis,Jita,1E+07,8499500,1500500,15.005,2,10,90.03,1.5005E+07
Angel Large Artillery Battery,Metropolis,Jita,1.25E+07,1.49E+07,2399998,16.10737,2,1,16.10737,4799996
Dread Guristas XL Torpedo Battery,Metropolis,Jita,1.25E+07,1.75E+07,5000000,28.57143,1,3,57.14286,1.5E+07
Shadow Warp Disruption Battery,Metropolis,Jita,1.555E+07,8900000,6650000,42.76527,1,3,85.53055,1.995E+07
Shadow Warp Scrambling Battery,Metropolis,Jita,1.5E+07,8900000,6099999,40.66666,1,1,40.66666,6099999
Angel Stasis Webification Battery,Metropolis,Jita,5000000,8799888,3799888,43.1811,1,1,43.1811,3799888
Domination Stasis Webification Battery,Metropolis,Jita,5000000,9500000,4500000,47.36842,1,2,47.36842,9000000
Dread Guristas Ion Field Projection Battery,Metropolis,Jita,5000000,8498000,3498000,41.16263,6,2,164.6505,2.0988E+07
Dread Guristas Phase Inversion Battery,Metropolis,Jita,2500000,7500000,5000000,66.66666,1,1,66.66666,5000000
Dread Guristas Spatial Destabilization Battery,Metropolis,Jita,1.5E+07,8550000,6450000,43,1,8,172,5.16E+07
Dread Guristas White Noise Generation Battery,Metropolis,Jita,6500000,1300046,5199954,79.99929,2,4,239.9979,2.079982E+07
Dread Guristas Control Tower Medium,Metropolis,Jita,4.5E+08,4.3E+08,2E+07,4.444445,1,1,4.444445,2E+07
Serpentis Control Tower Small,Metropolis,Jita,1.75E+08,1.99E+08,2.4E+07,12.0603,1,1,12.0603,2.4E+07
Shadow Control Tower Small,Metropolis,Jita,1.25E+08,1.5E+08,2.5E+07,16.66667,1,1,16.66667,2.5E+07
Domination Control Tower Medium,Metropolis,Jita,2.5E+08,4E+08,1.5E+08,37.5,1,1,37.5,1.5E+08
Domination Control Tower Small,Metropolis,Jita,2.05E+08,3.9975E+08,1.9475E+08,48.71795,1,1,48.71795,1.9475E+08
Shadow Small Blaster Battery,Metropolis,Jita,2487654,4195000,1707346,40.69954,3,4,122.0986,6829383
Shadow Small Railgun Battery,Metropolis,Jita,2000000,429600,1570400,78.52,1,3,157.04,4711200
Dark Blood Medium Pulse Laser Battery,Metropolis,Jita,1750000,6900000,5150000,74.63768,1,10,373.1884,5.15E+07
Dark Blood Small Pulse Laser Battery,Metropolis,Jita,4000000,5000000,1000000,20,8,10,180,1E+07
Dread Guristas Cruise Missile Battery,Metropolis,Jita,3500000,1E+07,6500000,65,3,2,130,1.95E+07
Dread Guristas Torpedo Battery,Metropolis,Jita,2500000,5210958,2710958,52.02418,2,100,2653.233,2.710958E+08
Angel Medium Artillery Battery,Metropolis,Jita,3000000,609807,2390193,79.6731,3,4,239.0193,9560772
Domination Medium Artillery Battery,Metropolis,Jita,1.3E+07,1.814081E+07,5140814,28.33839,4,9,170.0303,4.626733E+07
Angel Medium AutoCannon Battery,Metropolis,Jita,3000000,815006,2184994,72.83313,1,3,145.6663,6554982
Domination Medium AutoCannon Battery,Metropolis,Jita,1000000,8980000,7980000,88.86414,2,20,977.5056,1.596E+08
Angel Small Artillery Battery,Metropolis,Jita,500000,2.36875E+07,2.31875E+07,97.88918,3,8,489.4459,1.855E+08
Domination Small Artillery Battery,Metropolis,Jita,4900000,1.271222E+07,7812222,61.45442,2,9,307.2721,7.031E+07
Angel Small AutoCannon Battery,Metropolis,Jita,1800900,2000000,199100,9.955,1,3,19.91,597300
Domination Small AutoCannon Battery,Metropolis,Jita,200000,1000022,800022.3,80.00044,2,3,160.0009,2400067
Energy Neutralizing Battery,Metropolis,Jita,3000000,1.2E+07,9000000,75,1,3,150,2.7E+07
Cynosural Generator Array,Metropolis,Jita,1E+08,3.17E+07,6.83E+07,68.3,1,1,68.3,6.83E+07
Cynosural System Jammer,Metropolis,Jita,97000.3,5.7488E+07,5.7391E+07,99.83127,1,1,99.83127,5.7391E+07
ECM Jammer Burst Projector,Metropolis,Jita,500000,2.5E+07,2.45E+07,98,1,1,98,2.45E+07
True Sansha Large Pulse Laser Battery,Metropolis,Jita,1E+07,9899999,100001,1.00001,1,6,3.00003,600006
True Sansha Medium Pulse Laser Battery,Metropolis,Jita,1900000,4000000,2100000,52.5,1,3,105,6300000
True Sansha Small Pulse Laser Battery,Metropolis,Jita,400000,3890000,3490000,89.71722,4,1,179.4344,1.396E+07
Shadow Sensor Dampening Battery,Metropolis,Jita,7500000,1000003,6499997,86.66662,2,12,606.6663,7.799996E+07
Sansha Control Tower Small,Metropolis,Jita,1E+08,1.75E+08,7.5E+07,42.85714,1,1,42.85714,7.5E+07
True Sansha Control Tower Medium,Metropolis,Jita,2.75E+08,2.85E+08,1E+07,3.508772,1,1,3.508772,1E+07
Sansha Energy Neutralizing Battery,Metropolis,Jita,50000,5499995,5449995,99.09091,1,2,99.09091,1.089999E+07
True Sansha Energy Neutralizing Battery,Metropolis,Jita,4000000,1.2E+07,8000000,66.66666,1,1,66.66666,8000000
Blood Energy Neutralizing Battery,Metropolis,Jita,5000000,1001818,3998182,79.96364,1,1,79.96364,3998182
Dark Blood Energy Neutralizing Battery,Metropolis,Jita,6000000,1001918,4998082,83.30136,1,3,166.6027,1.499424E+07
Jump Bridge,Metropolis,Jita,118500.3,6.600001E+07,6.588151E+07,99.82046,1,2,99.82046,1.31763E+08
Remote Hull Repair Systems,Metropolis,Jita,125000,135184.8,10184.77,7.533959,2,18,75.33959,183325.8
Large Remote Hull Repairer I,Metropolis,Jita,995000,1000.07,993999.9,99.89949,2,3,199.799,2982000
Tactical Logistics Reconfiguration,Metropolis,Jita,2.5E+07,2.566667E+07,666666,2.5974,1,18,23.3766,1.199999E+07
Burst Projector Operation,Metropolis,Jita,2E+07,2.058333E+07,583332,2.834002,1,6,8.502006,3499992
Concussion Bomb,Metropolis,Jita,25000,838000,813000,97.01671,7,373,18433.17,3.03249E+08
Concussion Bomb Blueprint,Metropolis,Jita,3E+08,2E+08,1E+08,33.33333,1,1,33.33333,1E+08
Bomb Launcher I,Metropolis,Jita,1482000,1399996,82004,5.533333,1,738,2041.8,6.051895E+07
Bomb Launcher I Blueprint,Metropolis,Jita,1.9E+07,1.9E+07,0,0,1,2,0,0
Scorch Bomb,Metropolis,Jita,1700000,960000,740000,43.52941,3,302,6616.471,2.2348E+08
Scorch Bomb Blueprint,Metropolis,Jita,3E+08,2.5E+08,5E+07,16.66667,1,1,16.66667,5E+07
Shrapnel Bomb,Metropolis,Jita,1448890,969995.9,478894.1,33.05248,10,684,11469.21,3.275636E+08
Shrapnel Bomb Blueprint,Metropolis,Jita,2E+08,2.9E+08,9E+07,31.03448,4,1,62.06897,3.6E+08
Electron Bomb,Metropolis,Jita,1789900,859999.9,929900.1,51.95263,30,810,21820.1,7.532191E+08
Electron Bomb Blueprint,Metropolis,Jita,3E+08,2.305E+08,6.95E+07,23.16667,1,1,23.16667,6.95E+07
Lockbreaker Bomb,Metropolis,Jita,2500,417497,414997,99.40119,17,302,15804.79,1.253291E+08
Void Bomb,Metropolis,Jita,9000,699998.8,690998.8,98.71429,11,193,10068.86,1.333628E+08
Medium Remote Hull Repairer I,Metropolis,Jita,141000,23132.54,117867.5,83.59394,1,4,167.1879,471469.8
Small Remote Hull Repairer I,Metropolis,Jita,100.02,52028.99,51928.97,99.80776,1,3,199.6155,155786.9
Capital Remote Hull Repair Systems,Metropolis,Jita,1E+07,5977447,4022553,40.22553,1,8,160.9021,3.218042E+07
Triage Module I,Metropolis,Jita,5.196E+07,3.743E+07,1.452999E+07,27.9638,1,4,55.92761,5.811997E+07
Triage Module I Blueprint,Metropolis,Jita,5.223497E+08,5.223497E+08,0,0,1,1,0,0
